Text,Is_PII
Hi i want yo know if hoy have auto train Virginia to Denver ??,
If I have tickets for your south station in Boston mass .with arrivel time 10:10 pm,
"Hi -----, I bought a ticket for my son to come home from Washington DC to Stamford Ct scheduled to travel on November 13. The train was late, so my wife bought him a more expensive ticket. I would",
"I want to reserve reservations from Buffalo/NYC for Sunday leaving exchange street - reservations say empire service i don't know what that means, is it not from exchange street in buffalo",
"I'm having trouble finding a route from JAN to CLB, what do i need to do",
"I want to get a quote for a round trip. About 4/16/16- 4/20 from Pittsfield ,Mass to Washington DC",
i made a reservation ------ but have not received email with ticket,
"----- I'm trying to pay for my ticket Reservaion #------, but it's showing that I don't have any. Can you help?",
"can I travel from deming, nm. to los angeles, ca. and return the next day.",
"I have bought a ticket for Friday, January 15. Can I change the day of travel to January 14?",
Need information on the Polar Express Train ride from DuQuoin Illinois to Centrailia,
Hi my question is on the 421 eagle leaving Austin on the 19th to LA it departs at 6 30 pm then it goes to san Antonio and leave there at 2 45 am to LA it does not take 8 hours to get t san antiono,
"hi -----, I just bought a ticket and I would like to switch it out for an Acela ticket. Is this possible?",
"hi im trying to find my old reservation for tomorrow to print out, how do i do that?",
I would like a train from oceanside to westwood ca on saturday morning arriving 8:30 am is that an option,
I want to book business class on coast starlight but do not see it listed,
"I would like to see trains scheduled from Syracuse, N.Y. To NYC. Leaving Syracuse around midnight or so to arrive in NYC around 6 Or 7 am",
"how many miles from rochester, ny to washington - union station dc?",
i can not login to my account and the email to reset password is not going to my email,
I made a reservation today but now I cant find it on cname-.com,
I am told to use the find a station link. Where would I find that?,
I need to add my member number to an already booked reservation.,
How long does it take for a password reset to become activated. I just changed mine but the website is still not recognizing it.,
hi could u tell me which track the 2167 Acela might arrive?,
I sent a message prior. Did you see my question? Problems making a reservation and paying with a Visa Card,
I am encountering a system issue that is preventing my request to book at ticket from Union Station CA (LAX) to San Diego CA (SAN),
"why have me fill in all the boxes then respond with ""problem finding service""without giving alternate ideas…can't just guess on train service / stations",
i didnt get the email for changing my password because i forgot,
I am looking for the closest station to Charlottetown pEI from montreal,
"can I pay for my tickets when I get to Sanford, fl?",
How do I find out what type of train I am traveling on,
How can I get from hatfield pa to jfk airport in New york,
bought a train ticket yesterday and sent it to wrong email what do i do,
How much is the ticket from los Angeles CA to oklahoma city ok one way,
Hello how much for a round trip ticket from Detroit to chicago,
What time do I need to be there prior to my trains departure?,
I am looking to go on the starlight express from the bay area to the lake tahoe,
"i requested a ticket at the station, and not an emailed purchase voucher, and boarding pass. what do i do now.",
need to schedule a trip from Niagara Falls NY to Toronto Ont. for the dates of 02/12/2016 thru 02/14/2016,
"will there be track work on 12/25/15 from Boston, MA to New York?",
Do all passengers qyualify for AAA discount if only one passenger has AAA card?,
Hi. I am Military Retired and am looking to get as close to Hilton Head SC on 12/20 and returning 12/27. Can you help me?,
"do you have a train coming from las vegas NV to Burbank, ca",
Is there a phone number I can call to cancel a reservation?,
I 2ant to go from mn to in is there a train that goes there,
"Was thinking of taking train from Fort Lauderdale to South Carolina, what city does it stop in in South Carolina?",
Are teh fares displayed RT or OW based on what was selected?,
I thought I had made reservations for roundtrip tickets for two seniors between Washington Union Station and New York Penn Station leaving Dec. 9 and returning Dec. 11 but did not get email confirming,
how do I find a schedule that tells me when trains are leaving a destination,
Can I book a ticket for someone else using my rewards account?,
why are buses showing up when I want to look at only train schedules?,
"I have a reservation on March 31,2016. I printed the cname-: eTicket Receipt for my trip is this sufficient to get on the train or is there something with the barcode on it ?",
Don't have tickets how do I get them emailed by reservation number,
"omg, this website is TERRIBLE! That was the 5th- the FIFTH- time I've followed your directions and reset my password.",
hi -----. What are the fares to go cname-- with a booth 2 adultsround trip jan. 17 to jan 22? leaving klamat falls oregon to lax,
"Looking for tickets from Philadelphia pa, on 12/18 to Charleston, sc one adult and returning on 12/19 with two children age 8 an 9 years of age",
"When boarding the train from station in Summit, IL going to St. Louis, MO which side of the tracks do you board on?",
"Hi -----, I need to travel from Williston, ND to Havre, MT and return back to Williston with my dog",
"I need to get from oxnard to san francisco on Dec 22, what route and cities should I take",
"Hi -----, I wanted to upgrade our trip from Pittsburgh to NY from December 19 to December 23",
looking for trains from montplier vt to pittsburgh pa on dec 22,
"I have typed in from Grand Juction, CO to Denver, CO as we are an adult with AAA membership and 1 senior. I think everything looks fine, how do I pay for the two coach seats?",
Im trying to enter my departure date but it doesn't allow me to click on it,
"HI, -----, I WOULD LIKE TO TRAVEL FROM DAYTONIA BEACH FL TO DELRAY BEACH FL BEGINNING IN FEBRUARY OF 2016, IS THAT POSSIBLE?",
I would like to know what would be the least expensive ticket got 2 adults and one senior to go from Phoenix AS to Washington DC anytime from January 17 to January 23 .,
